id,learningEdge,congestion,density,gpsProbeSpeed,speed
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",CD,0.04283604,7.0,6.4
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",CD,0.04135894,7.18,6.43
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",CD,0.03840473,7.18,6.48
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",CD,0.03692762,7.2,6.5
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",CD,0.03397341,7.23,6.55
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,7.29,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,7.38,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,7.45,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,7.44,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,7.46,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,7.26,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0295421,6.95,7.28
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0295421,6.97,7.28
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0295421,7.01,7.28
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0295421,6.98,7.28
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.02806499,6.93,7.3
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.02806499,6.9,7.3
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.02806499,7.22,7.3
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.02806499,7.54,7.3
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.02806499,7.54,7.3
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0295421,7.52,7.28
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,7.47,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,7.46,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,7.45,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,7.87,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,8.06,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,8.06,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0295421,7.83,7.28
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,7.53,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0295421,7.55,7.28
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.02806499,7.6,7.3
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0295421,7.69,7.28
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0295421,7.72,7.28
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,7.72,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,7.23,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,6.93,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,6.87,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,6.84,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,6.77,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,6.71,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,6.73,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,6.79,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,6.83,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,6.84,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,6.82,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,6.82,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,6.86,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,6.89,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,6.9,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,6.89,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,6.83,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,6.79,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,6.77,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.07,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.14,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.11,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,7.09,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,7.05,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03840473,7.06,7.15
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,7.09,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,7.14,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,7.13,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,7.11,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.07,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.2,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,7.46,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,7.54,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03840473,7.61,7.15
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,7.71,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,7.71,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,7.66,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.66,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,7.93,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,7.9,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,7.69,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,7.35,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,7.21,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,7.16,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,7.2,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,7.3,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,7.47,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.5,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,8.18,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03840473,8.25,7.15
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03840473,8.27,7.15
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,8.57,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03840473,8.66,7.15
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03840473,8.63,7.15
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,8.49,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03840473,8.26,7.15
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03840473,8.12,7.15
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03840473,8.04,7.15
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,7.12,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.86,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.95,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.95,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.96,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,6.96,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.92,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.9,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03840473,6.94,7.15
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,6.99,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.0,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,6.96,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,6.93,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,6.95,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03840473,7.03,7.15
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03840473,7.14,7.15
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,7.11,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,7.65,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,7.95,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.76,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.58,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.49,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.44,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.34,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04431315,7.27,7.04
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.25,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.21,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,6.9,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,6.66,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,6.64,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.63,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,6.63,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,6.83,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,7.24,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,7.36,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,7.4,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,7.41,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.41,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04431315,7.38,7.04
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04431315,7.45,7.04
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.55,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,7.52,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,7.25,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.9,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,6.86,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,6.84,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.1,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.26,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,7.26,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.22,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.2,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.5,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.8,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,8.0,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,8.02,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,8.1,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04431315,7.93,7.04
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.69,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,7.7,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,7.81,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,7.87,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,7.53,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,7.17,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04283604,6.78,7.07
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.75,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.81,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.81,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.78,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,6.76,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,6.77,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,6.78,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,6.79,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.04135894,6.83,7.09
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.84,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.78,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.71,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.71,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03840473,6.72,7.15
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.74,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,6.72,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,7.19,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,7.45,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,7.4,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,7.6,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03840473,8.15,7.15
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,8.4,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,8.31,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,8.23,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,8.47,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,8.75,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,8.29,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,8.04,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,8.03,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,8.03,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,8.08,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,8.24,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,8.3,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,8.22,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,8.11,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,7.85,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,8.1,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0295421,8.21,7.28
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0295421,8.19,7.28
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,8.05,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,7.66,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,7.4,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0295421,6.98,7.28
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0295421,7.66,7.28
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0295421,8.29,7.28
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,8.91,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,9.1,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,8.81,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,8.73,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,8.86,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,8.99,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,8.8,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,8.56,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,8.02,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,7.39,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.16,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.15,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.15,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.17,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,7.18,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.17,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,7.16,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.4,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,7.51,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,7.66,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.67,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.48,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.26,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03840473,7.11,7.15
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03840473,7.32,7.15
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,7.45,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,7.59,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03988183,7.43,7.12
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,7.38,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,7.44,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,7.48,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.56,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,8.22,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,8.65,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,8.66,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,8.7,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,8.39,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,8.16,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,7.97,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,7.85,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,7.84,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,7.75,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,7.44,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,7.18,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,7.19,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0295421,7.29,7.28
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,7.3,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,7.36,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.0310192,7.48,7.26
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03397341,7.84,7.22
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03249631,7.97,7.24
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.97,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,8.0,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,8.04,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,7.81,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.4,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,7.3,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,7.24,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03692762,7.12,7.17
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,6.83,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,6.61,7.19
9/12to10/12,"['10/12to11/12', '11/13to12/13', '11/12to11/13']",C,0.03545052,6.6,7.19
